剧集ID,剧集名称,导演,主演,地域,开播时间,总集数,平台,是否付费,评分,播出方式,是否独家,主题,豆瓣ID,是否爱奇艺出品,首集ID
208582201,反恐特战队之猎影,尤小刚,黄维德;牟星;何晟铭;王斑;石兆琪;冯恩鹤;唐宸禹;周庭伊;孙艺铭,内地,20170714,49,爱奇艺,2,8.2,VIP看全集,False,军旅/罪案,,,725136800
205510201,轩辕剑之汉之云,潘文杰;金沙;余蒨蒨,张云龙;于朦胧;关晓彤;张佳宁;鞠婧祎;高伟光;李宗霖;王瑞子;代斯;彦希;张峻鸣;高泰宇;吴旭东;朱嘉琦;唐国忠;单思涵;赵振廷;徐杨;赵文瑄;周海媚;甘婷婷;马德钟;卢星宇,内地,20170808,58,爱奇艺,2,8.3,VIP看全集,True,古装/言情/偶像/青春,,,750366300
215925001,暖爱,余丁,翟天临;江铠同;付嘉;白卉子;王文绮,内地,20171121,29,爱奇艺,0,7.4,,False,爱情/都市/悬疑,26844134,,837230100
206324101,铁血军魂,金霖,章贺;李曼;刘宇桥;刘灿;周明汕;郭明翔;何育骏,内地,20170402,40,爱奇艺,0,7.3,每日24:00 两集连播,False,战争,,,643542000
205017001,因为遇见你,周晓鹏,孙怡;邓伦;吴优;代超;刘敏涛;李智楠;潘仪君;郭虹;吴竞;罗刚,内地,20170302,46,爱奇艺,2,8.4,,False,言情/偶像/家庭/都市,,,626965800
207964201,太行英雄传,耿明吉,王挺;唐曾;童苡萱,内地,20170620,50,爱奇艺,0,6.3,每日24:00 三集连播,False,战争/谍战,,,705031200
204681201,东风破,杜修斌,张笑君;小张铎;牛丽燕;刘小锋;梦楠;冯茗惊;张光北,内地,20171206,40,爱奇艺,0,7.6,,False,战争/军旅,,,861623100
205642201,无证之罪,吕行,秦昊;邓家佳;姚橹;代旭;王真儿;宁理;荆浩;林鹏;袁满;张澍,内地,20170906,12,爱奇艺,2,7.6,VIP看全集,True,自制/青春/都市/悬疑/罪案/网剧,,,778383200
205028701,我们的少年时代,成志超;戴小哲,王俊凯;王源;易烊千玺;薛之谦;李小璐;唐禹哲;李菲儿;都金翰;程砚秋;张子枫,内地,20170709,39,爱奇艺,2,8.7,"周日至周四24点2集;周五,六1集",False,偶像/青春剧,,,720279500
203738101,两个女人的战争,余丁,柳岩;毛林林;周一围;孙骁潇;梁丹妮;毕彦君;赵毅维;张兰;来喜,内地,20160315,41,爱奇艺,0,7.9,每日24:00 两集连播,False,言情/家庭/剧情,,,460136300
123613201,贤妻,林添一,刘涛;保剑锋;洪小铃;谢紫彬;谢祖武;娄琪;高仁;乔大伟;王泫伊;徐立;朱亚英;柴蔚,内地,20130101,35,爱奇艺,0,6.6,,False,言情/家庭,,,410529
203368801,极品新娘,梁胜权;黄俊文;成志超,李沁;金世佳;高洋;陆昱霖;黄文豪;邵美琪,内地,20150402,40,芒果tv,0,7.1,,False,喜剧/古装/剧情,,,
202544201,地下地上之大陆小岛,张汉杰,胡军;柯蓝;冯恩鹤;常方源;赵子惠;霍亚明;陈锐;佟凡;郑强;邓刚,内地,20150415,36,爱奇艺,0,6.1,,False,战争/军旅/谍战/剧情,,,395631000
203149601,背着奶奶进城,金雷,张少华;王新;谢孟伟;任容萱;朱锐;顾艳;张双利;陈迪;马睿,内地,20151106,36,爱奇艺,0,6.8,,False,言情/家庭/都市,,,3024373200
202250901,活色生香,何澍培,唐嫣;李易峰;舒畅;陈伟霆;黄宥明（黄明）;李溪芮;张智尧;何中华,内地,20150204,42,爱奇艺,0,7.8,周日到周四24:00 两集；周五、周六24:00 一集,False,言情/偶像/年代,,,346585800
202306801,村里那点事儿,牟天翔,邹亮;邹亮;涂浩;方立娟;朱玺霖;曾珍,内地,20110717,20,爱奇艺,0,6.8,,False,喜剧/农村,,,333784800
211016001,战地黄花,米家山,王晖,内地,20111109,26,爱奇艺,0,6.8,,False,战争/剧情,,,1436955200
204445701,为爱放手,高升中,何政军;娟子;温峥嵘;侯祥玲;杨涵斌;张植绿,内地,20110101,25,爱奇艺,0,6.4,,False,家庭/都市,,,521243200
208291201,婚姻密码,钱晓鸿,许亚军;原华;罗晋;张子建,内地,20110101,30,爱奇艺,0,4.9,,False,家庭,,,714829300
217357201,汶川儿女,牛超强,吴大健;王 冰;梁晶晶;张恒;许毛毛;廖学秋,内地,20110512,22,爱奇艺,0,4.2,,False,剧情,10531220,,804118700
202299801,嫂子的情感时代,王新民,刘晓庆;沈晓海;高兰村;魏小军,内地,20110101,26,爱奇艺,0,5.7,,False,言情/剧情,,,333450600
200804701,曾经与你有个梦,梁凯程,苏岩;马元;邵峰;黄觉,内地,20110101,31,爱奇艺,0,5.7,,False,言情/都市/剧情,,,301285800
202968301,第四片甲骨,曹荣;张志伟,刘晓虎;李芯逸;吴毅将;高一童;姚安濂,内地,20110101,30,爱奇艺,0,5.8,,False,悬疑/剧情,,,405487800
110270601,完美婚礼,夏钢,贾一平;牛莉;朱宏嘉;马元;修庆;陈颢文;郑晓宁;刘亚津;周莉;苏茜薇;刘娜萍;贾照;关琪莹;魏小军;沈丹萍,内地,20110826,22,爱奇艺,0,5.9,,False,言情/喜剧/剧情,,,238806
210316201,鸡毛蒜皮没小事2,王宏桥,蔡明;于谦;姜超;郭德纲;汪芫;冯静,内地,20111221,36,爱奇艺,0,4.4,,False,家庭/搞笑,,,785342200
101391701,妈妈的罗曼史,朱正,阿斯茹;李琳;吴京安;孙大川;林永健;黄晓娟;郭达;王玉璋;杨涵斌;尚大庆;高宝宝,内地,20110101,35,爱奇艺,0,5.7,,False,言情/家庭/剧情,,,94920
208683801,正义无限,段程,林龙麒;刘威;原雨;迟志强;李强;李梦男;尹燕滨,内地,20110101,24,爱奇艺,0,4.9,,False,罪案,,,792820800
202140101,美人制造,李慧珠;邓伟恩,杨蓉;金世佳,内地,20140907,30,爱奇艺,0,7.5,,False,古装,,,897467500
202323001,满仓进城,姚远,于晓光;车晓;金巧巧;徐小飒;刘钇彤,内地,20141102,48,爱奇艺,0,7,,False,言情/农村,,,1511347200
200156401,土地公土地婆,徐惠康;苏沅峯,谭耀文;穆婷婷;陈威翰;蒋毅;刘庭羽;黄少祺;刘心悠;戴春荣;解惠清;商忆沙,内地,20140101,55,爱奇艺,0,7.5,周日到周四三集连播，周五、六两集,False,古装/言情/偶像/喜剧/神话,,,218943300
202162701,恋爱相对论,崔亮,甘婷婷;朴海镇;张俪;徐光;朱琳;林宇中;朱子岩;赵兆;司源;邱枫;苏茂洋;金莉莉,内地,20140926,33,爱奇艺,0,7,周一至周五3集；周六、日2集,False,言情/偶像/都市,,,309273000
202311701,废柴兄弟2,尹琪,王宁;修睿;魏梦;王妍之;杜维瀚;杨冬麒;叶思齐 （女）;许瑶璇;张懿曼;杜韩;大兵,内地,20141226,21,爱奇艺,2,7.3,VIP看全集,True,自制/言情/喜剧/网剧,,,336901200
202329501,聊斋之狐仙,叶诏仪,秋瓷炫;迟帅;樊少皇;徐锦江;吴珏瑾;孟霞;张培;胡桑;郑凯,内地,20141206,43,爱奇艺,0,6.7,,False,古装/言情/神话,,,1511540200
200548901,生活启示录,夏晓昀,胡歌;闫妮;果靖霖;马德钟;刘敏;方芳;王诗槐;郑毓芝,内地,20140522,35,爱奇艺,0,7.6,,False,言情/偶像/家庭,,,242110200
200315301,错放你的手,曹保平,罗晋;童蕾;聂鑫;颜北;马丁,内地,20140101,30,爱奇艺,0,6.4,,False,言情/偶像/青春/商战,,,226101300
202267001,绝爱35集版,俞钟,张歆艺;李光洁;奇道;杨舒婷;大左;何泓姗;石兆琪;冯雷;周晓鸥;程煜,内地,20140626,35,爱奇艺,0,6.8,,False,言情/偶像,,,339184600
202454601,警中警之警中兄弟,段勇,石文中;程煜;马亮;朱婷;宋韦杰;王馨苒;张振洋,内地,20140414,25,爱奇艺,0,6.5,每天24:00 两集连播,False,言情/偶像,,,343385500
202257201,红箭,陈亚洲,刘钧;孙岚;吕佳容;王玉璋;修庆;原雨;王鑫;张沛然;郑达;王力,内地,20140312,36,爱奇艺,0,6.8,,False,战争/谍战,,,329231900
100194401,五星红旗迎风飘扬,王晓明,唐国强;陈建斌;郑国霖;孙维民;王伍福;谷伟;张东强;林宏,内地,20100101,40,爱奇艺,0,6.7,,False,言情/偶像,,,69133
90989601,高粱红了,刘家成,朱亚文;甘婷婷;喻恩泰;王挺;孟祥宇;张希;李玉峰;李君峰;东江;苗亮;孟翔宇;赵正阳;李嘉明;秦伯坤;金池;高宇;郭虹,内地,20101005,32,爱奇艺,0,7.1,,False,言情/军旅/剧情,,,41826
204562501,假如我是真的,朱锐斌,方力申;万茜;吴大维;王雨;杨紫彤;韩童生,内地,20120305,31,爱奇艺,0,6.7,,False,言情/偶像/都市,,,529877300
104795701,大戏法,钟少雄,巍子;张洪睿;余少群;邓丽欣;路晨;黄勐;涩谷天马;赵聪;石小满;马文龙;黄娟;李婳;王胜纬;贾延龙;江健;孙聪,内地,20120101,40,芒果tv,0,6.6,1月2日起每天0：30五集联播,False,家庭/战争/悬疑/年代,5989849,,
202979401,手术刀,尚洪武,王挺;崔林;安泽豪;李诚洁;王鸥;张媛媛,内地,20120101,22,爱奇艺,0,6.3,,False,都市/悬疑/罪案,,,405651000
205153601,剃刀边缘,文章,文章;马伊琍;丁勇岱;芦芳生;栾元晖;田昊;斌子;高鑫;林源;张隽溢,内地,20170320,48,爱奇艺,0,8,周日至周五 24:00 更新2集；周六 24:00 更新1集,False,悬疑/谍战,,,637184900
213144601,通天狄仁杰,叶昭仪,任嘉伦;阚清子;焦俊艳;李若嘉;瞿澳晖;陈奕;缪俊杰;白冰;李进荣;王雨;郭晓东,内地,20170821,66,爱奇艺,2,8.1,VIP看全集,False,古装/悬疑/剧情,,,764208100
207489801,刑警战记,徐杰（导演）,范雨林;郭柯彤;吴毅将;马澜菲;陈伟栋,内地,20170620,28,爱奇艺,0,6.8,2017年6月20日起每周五中午12:00转免2集,True,悬疑/罪案/网剧,,,690400400
217273801,一树桃花开,王瑞,王志文;徐帆;蓝盈莹;郭晓婷;何建泽;李泓良;艾丽娅,内地,20171005,42,爱奇艺,0,6.4,,False,爱情/都市,26605866,,804494400
203365201,小情人,刘新,胡军;金晨;宋轶;胡静;郑佩佩;高泰宇;披拉·尼迪裴善官;洪剑涛;闫学晶;牛骏峰,内地,20170529,40,爱奇艺,2,7.6,VIP看全集,True,言情/家庭/都市,,,680473000
207401201,八方传奇,叶静,刘欢(演员);贾清;王紫潼;朱峰;王全有;周璞;马京京;彭杨;李佳洺;张光北,内地,20170530,39,爱奇艺,0,7.3,每日24:00 三集连播,False,战争/谍战,,,688262400
206187401,铁血将军,韦廉,侯勇;刘芳毓;解惠清;万思维;姜寒;卢海华;刘佳兰;陈楷,内地,20170505,32,爱奇艺,0,6.1,,False,战争,,,633959300
206383701,我是幸运儿,刘国彤,林雨申;吕一;鲍大志;李肖宁;高郡伟,内地,20170411,37,爱奇艺,0,6,,False,言情/都市,,,649223400
208370401,深海利剑,赵宝刚,王强;高旻睿;刘璐;王阳;徐洋;金禹伯;周放;王佳宇;韩宇辰;袁布;张家鼎,内地,20170727,34,爱奇艺,2,7.8,周日至周五24点2集;周六24点1集,False,战争/军事,,,740240600
206298001,黄大妮,沈航,王茜华;沈航;曹征;陈思斯;杨童舒;蒋方婷;林家川;纪宁,内地,20170330,44,爱奇艺,0,5.8,,False,言情/家庭,,,642250400
203487801,思美人,张孝正;丁仰国,马可;张馨予;乔振宇;易烊千玺;李子峰;梁田;刘云;斓曦;罗嘉良,内地,20170428,72,爱奇艺,0,8.1,周日至周四24:00 更新两集 周五周六24:00更新一集,False,古装/宫廷/历史,,,669064000
219352801,亲爱的她们,崔亮,宋丹丹;张若昀;姜妍;刘莉莉;邬君梅;朱茵 (内地);杜源;翁虹;秦汉;严敏求,内地,20171210,38,爱奇艺,2,7.6,VIP看全集,False,爱情/家庭/都市,26919019,,866302600
216019201,国民大生活,夏晓昀,郑恺;袁姗姗;朱孝天;小刘佳;王传君;严晓频;郭凯敏;王茜,内地,20171009,39,爱奇艺,0,7.5,周日至周五24点2集;周六24点1集,False,爱情/都市,26861630,,809861200
214331201,特勤精英,徐宗政,张丹峰;苏青;包文婧;李乃文;赵兆;徐阁;包贝尔;丁野;邱昊奇;李超;黄俊鹏,内地,20171016,32,爱奇艺,0,7.7,周一至周四24点2集；周五至周日24点1集,False,军事/剧情,,,815092400
215462001,牧野诡事2,赵小鸥;赵小溪,王大陆;金晨;王栎鑫;张博宇;张鑫;李世鹏;虎虎;曾梦雪;许奕;刘羽琦;徐箭,内地,20170807,12,爱奇艺,2,8,VIP看全集,True,自制/青春/悬疑/剧情/网剧,,,748017100
208426401,新侠客行,钟少雄,蔡宜达;张嘉倪;李净洋;马羚;刘锡明;何佳怡;徐少强;李子雄;陈宝辕,内地,20170705,32,爱奇艺,0,7.8,,False,古装/武侠,,,718545900
204067401,猎刃,谭俏;高峰,陈冠霖;甘露;羿坤;李瀚均;马京京;易勇名,内地,20160913,36,爱奇艺,0,7.3,,False,战争/剧情,,,537267600
203832301,老公们的私房钱,白杨,范明;左小青;涂松岩;高露;潘虹;王丽云,内地,20161205,47,爱奇艺,0,7.4,周一至周六 24:00 更新2集；周日24:00 更新1集,False,家庭/喜剧,,,579593000
204053601,爱情公寓外传之开心原力,韦正,邓家佳;孙艺洲;李佳航;李金铭,内地,20160525,8,爱奇艺,2,7.8,,False,偶像/喜剧/剧情/网剧,,,487850500
204397501,傻根进城,张轩南,包贝尔;董维嘉;李菁;何建泽;英达;赵正阳;周璞;贺云馨;杨玥,内地,20160818,35,爱奇艺,2,7.6,每日19:30更新两集,True,都市/剧情/网剧,,,520569500
204662801,太太万岁,沈严;刘海波,闫妮;许亚军;赵子琪;张晨光;曦子;盛冠森;袁文康;朱锐;谭凯;刘莉莉,内地,20160101,42,爱奇艺,0,7.5,每日24:00 两集连播,False,剧情,,,534981000
203996501,玉海棠,黄文利,傅程鹏;杨舒;张慧;周惠林;宁晓志;夏侯镔,内地,20160513,40,爱奇艺,0,6.9,每日24:00 两集连播,False,战争/年代/剧情,,,483014000
200150301,特种兵之火凤凰DVD版,刘猛,徐佳;刘晓洁;程愫;杨舒;安雅萍;万茜;甘露;童苡萱;何达;闪媛媛;郭艳;李飞;洪卫;姜艺声;赵荀,内地,20131023,48,爱奇艺,2,7.7,,False,都市/军旅,,,216410500
145561601,龙门镖局,王勇;宁财神,郭京飞;袁咏仪;李倩;张瑞涵（男）;钱芳;刘冠麟;姚晨;黄晓明;陈赫;喻恩泰;佟大为;陆毅;马天宇;王学兵,内地,20130730,40,爱奇艺,0,6.7,,False,古装/武侠/喜剧,,,699173
148713301,武松,王响伟;周敏,游大庆;孙耀琦;潘长江;张翰;蒋林静;汤镇业;李永林;王新军;惠英红;杨洪武;李繁,内地,20130101,50,爱奇艺,0,7.3,,False,古装/历史,,,723945
243147301,滚滚红尘,潘文杰,秦岚;郑嘉颖;徐洁儿;杨烁;吴卓翰;涂黎曼,内地,20130918,36,爱奇艺,0,6.6,,False,爱情/言情/年代,,,3031990600
139917301,精忠岳飞,鞠觉亮,黄晓明;罗嘉良;吴秀波;邵兵;林心如;刘诗诗;郑佩佩;刘承俊;于荣光;丁子峻,内地,20130704,69,爱奇艺,0,7.7,每日24:00 两集连播,False,古装/战争/历史,,,642158
202856001,古剑奇谭,梁胜权;黄俊文,杨幂;李易峰;郑爽;钟欣潼;乔振宇;马天宇;陈伟霆;张智尧,内地,20130101,52,芒果tv,0,7.7,,False,古装/武侠/剧情/奇幻,,,
153379501,神秘人质,邵警辉,刘小锋;黄曼;任柯诺;赵荀;宁晓志;周牧茵;程煜;杨舒;王长林;徐佳,内地,20130713,41,爱奇艺,0,5.8,,False,战争/军旅/谍战/悬疑,,,777008
242209701,猎杀,李小亭,蓝盈莹;王唯;孙亦沐,内地,20130101,32,爱奇艺,0,6.8,,False,战争/剧情,,,2796713800
202352401,娘心,陈朱煌,马雅舒;宗峰岩;任天野;王宇婕;宋雷涛;吴雨桦;姚文婷;任学海,内地,20130618,46,爱奇艺,0,6.7,,False,言情/年代,,,690204200
202982401,内线前传,陶玲玲,孙耀威;孙菲菲;马德钟;吴京安;周庭伊;赵煊,内地,20130914,30,爱奇艺,0,4.6,,False,谍战/年代/剧情,,,409881500
218339201,暗警,张翰文,刘畅;赵圆圆;王奎荣;任山;武笑羽;标马,内地,20130902,35,爱奇艺,0,6,,False,爱情/警匪,,,830318400
202790601,仙侠剑,朱锐斌,刘庭羽;蒋毅;陈威翰;徐申东;陆昱霖;汤镇业;周明增;李思蓓,内地,20150718,42,爱奇艺,0,7.3,,False,武侠/爱情/剧情,,,381418200
202630501,爱的秘笈,李文龙,李念;郑恺;冯丹滢;谭凯;王琳;韩童生;常铖;张欢;李洪涛;崔可法,内地,20150419,30,爱奇艺,0,7.1,,False,言情/偶像/都市,,,361147000
202764001,我的宝贝,徐纪周,佟大为;姚笛;刘天佐;徐梵溪;李依玲;陈卫;李建华;何铁红;张晓磊;姚奕辰;唐北平,内地,20150703,32,爱奇艺,0,7.4,,False,言情/偶像/都市/剧情,,,378065900
202497401,芈月传奇—战国红颜,郑军,许峰;陈雅婷;曾祥程;袁冰妍;王伟;戴向宇;赵娇娜;苗苗;刘前程,内地,20150301,31,爱奇艺,2,6.7,VIP看全集,True,自制/言情/偶像/宫廷/剧情/网剧,,,434017400
202504601,嘿！真不是闹着玩的,卢卫国,李泽锋;解惠清;殷叶子;曹随风;韩兆;张竟达;张立;李菁菁,内地,20150219,42,爱奇艺,0,6.3,,False,言情/喜剧/农村,,,348928600
202573901,东北剿匪记,王响伟,游大庆;覃文静;孙耀琦;杨洪武;过齐鸣;李永林;陈晓雪;梁晶晶,内地,20150325,48,爱奇艺,2,7.1,VIP看全集,True,战争/军旅/年代/剧情,,,355704700
203053201,无敌铁桥三,何澍培,释小龙;蔡文静;陈雅丽;马文龙;郑晓东;许瑶璇,内地,20150312,40,爱奇艺,0,5.9,,False,战争/军旅/年代/剧情,,,409892500
202465501,绝地刀锋,马鲁剑,张洪睿;张晞临;王骏毅;周放;刘雨鑫;王东栋;申军谊;刘希媛,内地,20150530,36,爱奇艺,0,7.1,周一至周四4集；周五至周日3集,False,战争/军旅/谍战/年代/剧情,,,369910700
202602401,末代皇帝传奇,王响伟;郑延渝,赵文瑄;蒋林静;余少群;孙耀琦;高昊;郑则仕;惠英红;归亚蕾;郑国霖;罗家英,内地,20150413,59,爱奇艺,0,5.6,,False,宫廷/历史/剧情,,,360089900
202764101,马上天下,高希希,张鲁一;叶璇;何润东;陶昕然;印小天;邵峰;于滨,内地,20150704,40,爱奇艺,0,7.2,,False,战争/剧情,,,378211300
202328401,加油吧实习生,孙皓,赵丽颖;郑恺;蔡文静;郑家彬;车晓;付静;于小伟;王祉萱;孟瑞;马靓;耿乐;王茂蕾;李又麟;王姬,内地,20150717,38,爱奇艺,2,8.3,每日24:00两集连播,True,言情/偶像/都市,,,381334100
201098501,大汉情缘之云中歌,胡意涓;胡明凯;蔡晶盛,杨颖;杜淳;陆毅;陈晓;杨蓉;苏青;毛晓彤;包贝尔;寇振海;刘宇桥;阚清子;张雅萌,内地,20150913,44,爱奇艺,0,7.9,每周一周二1:00 两集连播,False,古装,,,397676900
202333501,陆小凤与花满楼,潘文杰,林峰;张檬;张晓龙;斓曦;宗峰岩;刘雪华;陈雅婷;郑则仕;蔡俊涛;谭俊彦,内地,20150110,43,爱奇艺,0,7.5,,False,古装/武侠/剧情,,,340025800
203209901,桃花运,刘新,林永健;于明加;丹尼斯·吴;王汀;杨昆;代乐乐;黄一山;周冬齐,内地,20151129,38,爱奇艺,0,7.4,每日24:00 两集连播,False,言情/都市/喜剧/剧情,,,423267900
202833101,绝命追踪,谭俏;柯政铭,张博;蒋梦婕;金珈;刘圆媛;罗二羊;周绍栋;姜彤;宋达民;杨雨婷;夏添;公方敏,内地,20150723,36,爱奇艺,0,6.2,,False,言情/都市/喜剧/剧情,,,382327600
202540401,泪洒女人花,林添一,胡静;翟天临;翁虹;馨子;于毅;吴玉芳;贺彬;徐婧灵;张铭轩（运动员）,内地,20150314,38,爱奇艺,0,7,每日24:00 两集连播,False,言情/年代/剧情,,,353119700
203209701,决杀,余丁,翟天临;王志飞;刘欢(演员);徐梵溪;徐百卉;程媛媛,内地,20151112,40,爱奇艺,0,7.2,每日24:00 四集连播,False,战争/剧情,,,418405200
202630901,我的抗战之铁血轻奇兵,陈伟祥;李珩,朱泳腾;李欣冉;袁心冉;樊少皇;张殿伦;魏春光;吕清超,内地,20150505,42,爱奇艺,0,7,,False,战争/军旅/历史/剧情,,,364643300
202230301,妖女迷行第2季,罗伯特·里伯曼,安娜·希尔克;Sarah Allen;克塞尼亚·索罗;佐伊·帕尔默,美剧,20110911,22,爱奇艺,0,6.8,,False,罪案/科幻/剧情/奇幻,,,326756300
100189401,青春旋律,桑华,古巨基;蒋梦婕;马苏;吴浩康;周觅;金希澈;卫诗雅;黄圣依;杨洋,内地,20110101,10,爱奇艺,0,5.7,,False,言情/偶像,,,69291
204793801,家有父母,林丛,刘子枫;彭玉;王伟;王翊丹;钟国流星;张珂源;巴戈,内地,20110311,80,爱奇艺,0,4.1,,False,家庭/喜剧/剧情,,,553994000
202304401,浪漫手牵手,邓建文,毛俊杰;明丽,内地,20110101,16,爱奇艺,0,5.8,,False,言情/青春/都市/剧情,,,334913600
100647601,毕业时刻,王静,舒砚;蒋小涵;张超;张默;章龄之;刘雨欣;于洋;冯国强;张德正;王学圻,内地,20110101,30,爱奇艺,0,4,,False,言情/青春/都市/剧情,,,86080
243147501,海岛救护队,张峰,吴毅将;毛俊杰;张俪;梦丽,内地,20110101,32,爱奇艺,0,5.3,,False,言情/偶像,,,3032009200
210181201,生死大营救,白涛;杨新宇,陈刚;朱宏嘉;刘丹;余皑磊;苏青;王奕盛,内地,20110820,24,爱奇艺,0,5.6,,False,警匪/剧情,,,3048711200
210480001,星光都市,王硕,王翰涛;姜雨辰;江若琳;安雅;张致恒;陈奕龙,内地,20110212,24,爱奇艺,0,4,,False,爱情/都市/剧情,,,803247500
102299001,幸福45度角,赵君方,张可佳;王子强;刘令飞;李少龙;布莱恩;尤樱子;闻娟,内地,20110724,4,爱奇艺,0,7.1,,False,言情/家庭,,,112276
202239301,如果还有明天第2季,比尔·康顿,劳拉·琳妮;奥利弗·普莱特,美剧,20110627,13,爱奇艺,2,5.6,,False,都市/喜剧/剧情,,,326659100
202235101,裂痕第4季,艾伦·寇尔特,格伦·克洛斯,美剧,20110713,10,咪咕视频,2,5.4,,False,悬疑/罪案/剧情,,,
202313201,虎口拔牙,潘军,姜武;李乃文;吴越;钱波,内地,20141206,38,爱奇艺,0,7.2,每周日至周四24:00 三集，周五、六24:00 两集,False,战争/谍战/剧情,,,331969400
101676301,唐琅探案,何洛;罗刚,霍建华;张萌;金莎;黄觉;曾黎;霍思燕;魏千翔;高雄;于毅;马文龙;许新宇;顾婷萱;方舟波,内地,20100101,30,爱奇艺,0,7,,False,言情/喜剧/悬疑/罪案/科幻,,,100359
90655701,喋血钱塘江,于立清,王姬;郭铁城;韩童生;高明;周牧茵;陈丽娜;王海地;李思思;海顿;杨猛;王伟;李明,内地,20100101,30,爱奇艺,0,6.2,,False,战争/军旅/谍战/悬疑/年代,,,33442
90676501,老大的幸福,李路,范伟;孙宁;周浩东;李威;何江;周知;孟广美;贾雨岚;金巧巧;熊俊豪;冯国强;杨思恒;李舒桐;陈帝文;吴秀波;高亚麟,内地,20100304,41,爱奇艺,0,6.9,,False,言情/家庭/青春/喜剧,4090606,,29135
247823901,小站风云,马玉辉,陈昭荣;杨若兮,内地,20100101,35,爱奇艺,0,7.4,,False,剧情,6801420,,8716071300
90682201,松花江上,陈国军;远方,曹磊;秦海璐;王奎荣;张晶晶;王超;沙景昌;刘长纯;马捷;艾东;陆彭,内地,20100502,49,爱奇艺,0,6.8,,False,战争/军旅/年代/剧情,,,29534
90131901,爱要有你才完美,杨玄,霍思燕;朱雨辰;谭俊彦;张璇;岳跃利;陈俏;聂鑫,内地,2010,26,爱奇艺,0,6.4,,False,言情/偶像/家庭/青春,4054629,,8439
90635801,广府太极传奇,曹荣,黄圣依;谭耀文;杨子;罗家英;曹荣;秦丽;姚中华;李颖,内地,20100727,25,爱奇艺,0,4.6,,False,言情/武侠/年代,,,28115
203021701,新安家族,张培根,张磊;吴孟达;刘钧;张静静;李法曾;吴卫东;王绘春;陆诗雨,内地,20101107,49,爱奇艺,0,7.5,,False,年代/商战/剧情,,,7896737100
203021201,乱世玉缘,习辛,保剑锋;颜丹晨;刘汉强;林江国;刘佳佳;王毅,内地,20100321,34,爱奇艺,0,6.5,,False,言情/战争/年代/剧情,,,470549600
206374901,南下,王文杰,杜淳;李小冉;车晓;刘之冰;印小天;李依晓;刘奕君;萨日娜,内地,20100129,40,爱奇艺,0,6.3,,False,历史,,,657667200
202970201,丐侠传奇,何树培;鲁冬青,赵毅;温兆伦;何中华;文静,内地,20100122,30,爱奇艺,0,6.9,,False,年代/剧情,,,407263700
210930201,潜龙戏凤,郑少峰,邱心志;丁莉,台湾地区,20100823,38,爱奇艺,0,6.3,,False,爱情/古装/喜剧,,,1437026900
202990001,旗袍,李舒,王志文;马苏;李幼斌;申军谊;祖峰;刘佩琦;程瑶瑶,内地,20100101,47,爱奇艺,0,6.9,,False,谍战/年代/剧情,,,407130800
101676201,北海风云,刘居冠,刘之冰;茹萍;任泽巍;冯千;陈曦;徐熙颜;沙景昌,内地,20100101,20,爱奇艺,0,6.8,,False,军旅/谍战/剧情,,,99865
103777201,铁面歌女,苏舟,陆毅;张娜拉;于荣光;蒋林静;雷雷;金晶;杨雅絮,内地,20101212,30,爱奇艺,0,6.2,每日24:00 4集连播,False,悬疑/年代/剧情,,,140408
200806601,杜鹃的女儿,刘二威,宋佳;郭凯敏;王琦;郑敏;李立;薛薇;朱宏嘉;叶新;尚铁龙;高曙光,内地,20100228,40,爱奇艺,0,4.3,,False,言情/家庭/剧情,,,300552600
208688801,解放海南岛,郭大群,李克俭;孔祥玉;张伟;龙沐春;孙磊;由力;孙路阳;张建祥,内地,20100101,39,爱奇艺,0,6.6,,False,年代,,,792844100
106510501,太平公主外传,李翰韬,贾静雯;李湘;郑爽;刘雨欣;张翰;朱梓骁;袁弘;孙耀琦;高子淇;涂黎曼;俞小凡;蓝心妍;林妙可;徐玮璐,内地,20120101,15,爱奇艺,0,6.8,,False,古装/历史/爱情/剧情,,,182273
220340401,第一声枪响,黄文利,朱泳腾;王新军;田野（女）;张慧;张鹰;白海涛;李炳宜,内地,20171229,46,爱奇艺,0,7.4,,False,战争,,,886219400
203800901,麻辣芳邻,延艺,牛莉;张国强;洪剑涛;刘小锋;英壮;郭秋成;郑伟;张龄心,内地,20160328,28,爱奇艺,0,7.1,每日24:00 四集连播,False,言情/偶像/都市,,,465034400
205199201,九九,张惠中,王茜华;沈航;吴军;刘滢;王天泽;庄庆宁;关小平;张芯宁,内地,20161124,45,爱奇艺,0,7.2,每日24:00 三集连播,False,言情/农村,,,573416900
203901201,柠檬初上,刘俊杰,刘恺威;娜扎;孙艺洲;康宁;朱泳腾;张杨果而,内地,20160509,42,爱奇艺,0,7.5,每日24:00 两集连播,False,言情/偶像/都市,,,481215600
203288701,幻城,鞠觉亮,冯绍峰;宋茜;马天宇;张萌;麦迪娜;金喜善;汪铎;逯恣祯;徐可;徐娇;陈欣予;张雨剑;刘冬沁;书亚信;胡兵;邵兵;郑佩佩;沈海蓉;龚蓓苾;黄德毅,内地,20160724,62,爱奇艺,0,8.3,每周三、四 24:00 两集连播,False,古装/偶像/奇幻,,,513005800
